/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_113.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_113.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_113.jpg,-0.05,0,0,5.701166
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_199.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_199.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_199.jpg,-0.25,0.06014729,0,5.657113
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_280.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_280.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_280.jpg,-0.45,0.3035553,0,5.771743
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_362.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_362.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_362.jpg,-0.6500001,0.5465491,0,6.109596
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_435.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_435.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_435.jpg,-0.8500001,0.767478,0,6.586762
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_506.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_506.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_506.jpg,-1,0.980175,0,7.07548
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_580.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_580.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_580.jpg,-1,1,0,7.876636
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_648.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_648.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_648.jpg,-1,1,0,8.495623
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_715.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_715.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_715.jpg,-1,1,0,9.360392
/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/center_2021_01_23_21_11_08_787.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/left_2021_01_23_21_11_08_787.jpg,/home/z637177/udacity/CarND-Behavioral-Cloning-P3/trainingData/recoveryLap/IMG/right_2021_01_23_21_11_08_787.jpg,-1,1,0,9.931913
